workid|artist|songname|minreleasedate|num_releases|countries|avg_rating|lyrics|title_sent|lyric_sent|is_cover|artist_cnt|cov_rating_avg|times_covered
10188469|The Rolling Stones|Carol|1964-04-17|8|4|0|Oh, Carol Don't let him steal your heart away I'm gonna learn to dance If it takes me all night and day Climb into my machine so we can groove on out I know some swinging little joint where we can jump and shout It's not too far back on the highway not so long a ride You park the car out in the open you can walk inside A little cutie takes your hat and you can thank her ma'am 'Cause every time you make the scene you find the joint is jammed Oh, Carol Don't let him steal your heart away I'm gonna learn to dance If it takes me all night and day Now, if you want to hear some music like the boys are playing Hold tight, bang your foot don't let it carry you away Don't let the heat overcome you when they play so loud Won't the music intrigue you when they get a crowd Well you can't dance I know you would you could I got my eyes on you, baby, cause you dance so good Oh, Carol Don't let him steal your heart away I'm gonna learn to dance If it takes me all night and day Oh, Carol Don't let him steal your heart away I've got to learn to dance If it takes me all night and day|0.0|0.0196428571429|1|||
10619777|The Beatles|In My Life|1965-12-03|7|3|0|There are places I remember All my life, though some have changed Some forever, not for better Some have gone and some remain All these places had their moments With lovers and friends I still can recall Some are dead and some are living In my life I've loved them all But of all these friends and lovers There is no-one compares with you (ooh-ooh-ooh) And these memories lose their meaning When I think of love as something new (ooh-ooh-ooh) Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life I love you more In my life I love you more|0.0|0.421487603306|0|66.0|40.0|67.0
11686326|The Rolling Stones|Dancing in the Starlight|1972-05-12|1|1|96||0.0|0.0|0|1.0|0.0|1.0
11759760|The Rolling Stones|Sister Morphine|1971-04-23|3|3|0|Here I lie in my hospital bed Tell me, Sister Morphine, when are you coming round again? Oh, I don't think I can wait that long Oh, you see that I'm not that strong The scream of the ambulance is sounding in my ears Tell me, Sister Morphine, how long have I been lying here? What am I doing in this place? Why does the doctor have no face? Oh, I can't crawl across the floor Ah, can't you see, Sister Morphine, I'm trying to score Well it just goes to show Things are not what they seem Please, Sister Morphine, turn my nightmares into dreams Oh, can't you see I'm fading fast? And that this shot will be my last Sweet Cousin Cocaine, lay your cool cool hand on my head Ah, come on, Sister Morphine, you better make up my bed 'Cause you know and I know in the morning I'll be dead Yeah, and you can sit around, yeah and you can watch all the Clean white sheets stained red|0.0|0.146428571429|0|6.0|0.0|6.0
12429576|The Rolling Stones|Beast of Burden|1978-06-09|17|6|0|I'll never be your beast of burden My back is broad, but it's a-hurtin' All I want, for you to make love to me I'll never be your beast of burden I've walked for miles, my feet are hurtin' All I want, for you to make love to me Am I hard enough? Am I rough enough? Am I rich enough? I'm not too blind to see I'll never be your beast of burden So let's go home and draw the curtains Music on the radio, come on, baby, sweet love to me Am I hard enough? Am I rough enough? Am I rich enough? I'm not too blind to see Oh, little sister Pretty, pretty, pretty, pretty, pretty, pretty girls Oh, you're pretty, pretty, pretty, pretty, pretty girl Pretty, pretty, such a pretty, pretty, pretty girl Come on, baby, please, please, please I tell ya You can put me out On the street Put me out With no shoes on my feet But put me out, put me out Put me out of misery Yeah All your sickness I can suck it up Throw it all at me I'll just shrug it off There's one thing, baby I don' understand You keep on tellin' me I ain'tcho kinda man Ain't I rough enough, ooh, baby? Ain't I tough enough? Ain't I rich enough, in love enough? Ooh, ooh, ooh I'll never be your beast of burden I'll never be your beast of burden Never, never, never, never, never, never, never be I'll never be your beast of burden I've walked for miles, my feet are hurtin' All I want is you to make love to me Yeah I don' need no beast of burden I need no fussin', I need no nursin' Never, never, never, never, never, never, never need|0.0|0.118676122931|0|9.0|0.0|9.0
12434037|The Beatles|Blackbird / Yesterday (Love version)|2006-11-17|1|1|80||0.5|0.0|0|||
12434298|The Beatles|You Know My Name (Look Up the Number)|1988-03-07|3|2|0|You know my name, look up the number You know my name, look up the number You, you know, you know my name You, you know, you know my name Spoken: Good evening, and welcome to Slaggers, featuring Denis O'Bell Ah, Ringo (good evening), Ringo Let's hear it for Denis Ha-hey! Good evening You know my name, Better look up my number You know my name That's right, look up my number (Hey!) You, you know, you know my name You, you know, you know my name (Hey!) You know my name Ba da ba ba ba ba ba-ba-bum Look up the number (How's that, boys?) You know my name—ha! That's right, look up the number (Oh!) Ooh! You know, you know, you know my name (You know my name) You know, you know you know my name Huh huh huh huh You know my name Ba ba-ba-bum Look up the number You know my name Look up the number You, you know, you know my name, baby (Okay!) You, you know, you know my name You know, you know my name You, you know my name Spoken: Oh, let's hear it.  Go on, Denis, let's hear it for Denis O'Bell! My na— You know, you know, (me num—) you know my name (You know me number) You know, you know, (me name) you know my name (You know me number) Prr, prr You know my name Look up the number You know my name Look up the number (Me number) You know, (you know me) you know my name Look up the number (Yes, you know my name) You know me name (You know) you know me number, too (You know me name) you know me number three (You know my name) and you know me number four (You know my name, look up the number) You know me name (You know) you know me number, too (Look up the number) you know me name (You know my name) you know me number What's up with you? Ha! You know my name It's right Yeah|0.0|0.64908234127|0|||
12444489|The Rolling Stones|Salt of the Earth|1968-12-06|4|2|0|Let's drink to the hard working people Let's drink to the lowly of birth Raise your glass to the good and the evil Let's drink to the salt of the earth Say a prayer for the common foot soldier Spare a thought for his back breaking work Say a prayer for his wife and his children Who burn the fires and who still till the earth And when I search a faceless crowd A swirling mass of gray and black and white They don't look real to me In fact, they look so strange Raise your glass to the hard working people Let's drink to the uncounted heads Let's think of the wavering millions Who need leaders but get gamblers instead Spare a thought for the stay-at-home voter His empty eyes gaze at strange beauty shows And a parade of the gray suited grafters A choice of cancer or polio And when I look in the faceless crowd A swirling mass of grays and black and white They don't look real to me Or don't they look so strange Let's drink to the hard working people Let's think of the lowly of birth Spare a thought for the rag taggy people Let's drink to the salt of the earth Let's drink to the hard working people Let's drink to the salt of the earth Let's drink to the two thousand million Let's think of the humble of birth Let's raise our drink To the salt of the earth Let's raise our drink To the salt of the earth...|0.0|-0.109090909091|0|7.0|0.0|7.0
12445619|The Beatles|I Forgot to Remember to Forget|1994-11-30|1|1|73|I forgot to remember to forget her, I can't seem to get her off my mind. I thought I'd never miss her, But I've found out somehow I think about her almost all the time. Well the day she went away I made myself I promise That I'd soon forget we'd ever met. But something sure is wrong 'cos I'm so blue and lonely: I forgot to remember to forget. Well the day she went away I made myself I promise That I'd soon forget we'd ever met. But something sure is wrong 'cos I'm so blue and lonely: I forgot to remember to forget.|0.0|-0.025|1|||
12446800|The Rolling Stones|Respectable|1978-06-09|6|5|0|Well now we're respected in society We don't worry about the things that we used to be We're talking heroin with the president Well it's a problem, sir, but it can't be bent Uh yes! Well now you're a pillar of society You don't worry about the things that you used to be You're a rag-trade girl, you're the queen of porn You're the easiest lay on the White House lawn Get out of my life, don't come back Get out of my life, don't come back She's so respectable She's so respectable She's so delectable She's so respectable Get out of my life Don't take my wife Don't come back Get out of my life Don't take my wife Don't come back What I say! She's so respectable She's so respectable She's so respectable She's so respectable Get out of my life Don't take my wife Don't come back Oh get out of my life Don't take my wife Don't come back She's so respectable She's so respectable She's so delectable She's so respectable Get out of my life Don't take my wife Don't come back...woo! Get out of life Don't take my wife Don't come back Get out of my life Don't take my wife Don't come back, come back, hey|0.5|0.25625|0|1.0|0.0|1.0
12446929|The Beatles|Matchbox|1988-01-01|1|1|0|I said I'm sitting here watching Matchbox holdin' my clothes I said I'm sitting here wondering Matchbox holdin' my clothes I ain't got no matches But I sure got a long way to go I'm an old poor boy And I'm a long way from home I'm an old poor boy And I'm a long way from home I've never been happy 'Cos everything I ever did was wrong Well, if you don't want my peaches, honey Please don't shake my tree If you don't want any of those peaches, honey Please don't mess around my tree I've got news for you, baby Leave me here in misery All right! Well, let me be your little dog Till your big dog comes Let me be your little dog Till your big dog comes And when your big dog gets here Watch how your puppy dog runs Well, I said I'm sitting here watching Matchbox holdin' my clothes I said I'm sitting here watching Matchbox holdin' my clothes I ain't got no matches But I sure got a long way to go|0.0|0.0161654135338|1|||
12451376|The Rolling Stones|Doo Doo Doo Doo Doo (Heartbreaker)|1973-08-31|5|4|0|The po-lice in New York City They chased a boy right through the park In a case of mistaken identity They put a bullet through his heart Heartbreakers witcho .44 I wanna tear your world apart You heartbreaker witcho .44 I wanna tear your world a part A ten-year-old girl on a street corner Sticking needles in her arm She died in the dirt of an alleyway Her mother said she had no chance, no chance! Heartbreaker, heartbreaker She stuck the pins right in her heart Heartbreaker, pain maker Stole the love right out yo' heart Oh yeah doo, doo doo doo doo Oh yeah doo doo doo, doo doo I wanna tear your world apart Oh yeah doo, doo doo doo doo Oh yeah doo doo doo doo doo I wanna tear your world apart Heartbreaker, heartbreaker You stole the love right out my heart Heartbreaker, heartbreaker Wanna tear that world Wanna tear that world Oh yeah, oh yeah Wanna tear that world apart Heartbreaker, heartbreaker Stole the love right, stole the love right out Doo, doo doo doo doo doo Ah yeah, you shot the kid, he had no chance Doo doo, doo doo do Ah yeah, ah yeah, you stuck pins right in her heart Doo doo, doo doo do You, you heartbreaker, I wanna tear that world apart Doo doo, doo doo do... Doo, doo doo doo doo doo doo, doo doo doo...|0.0|0.350649350649|0|3.0|0.0|4.0
12452203|The Beatles|Ooh! My Soul|1994-11-30|1|1|73|Ooh, my soul Well, babe, babe, babe, babe, baby Don't you know my love is true? Honey, honey, honey, honey, honey I said, get off of that money I love, love, love, love, love Ooh, my soul Well, gimme, gimme, gimme, gimme, gimme Gimme all the love you've got Babe, babe, babe, babe, baby Don't you know I love a lot? Yeah, I love, love, love, love, love Ooh, my soul Well, now, babe, babe, babe, babe, baby Don't you know my love is true? I said, honey, honey, honey, honey, honey Get off of that money I love, love, love, love, love Ooh, my soul Well, now, babe, babe, babe, babe, baby Don't you know my love is true? Honey, honey, honey, honey, honey I said, get off, get off of that money I love, love, love, love, love Ooh, my soul|0.0|0.483928571429|1|||
12458149|The Rolling Stones|When the Whip Comes Down|1978-06-09|7|4|0|Yeah, mama and papa told me I was crazy to stay I was gay in New York A fag in L. A So I saved my money And I took a plane Wherever I go they treat me the same When the whip comes down When the whip comes down When the whip comes down When the whip comes down I'm going down fifty-third street And they're spitting in my face I'm learning the ropes Yeah I'm learning a trade The east river truckers Are churning with trash I make so much money That I'm spending so fast When the whip comes down When the whip comes down When the whip comes down When the whip comes down When the shit hits the fan I'll be sitting on the can When the whip comes down Yeah, some called me garbage When I was sleeping on the street I never roll And I never cheat I'm filling a need I'm plugging a hole My mama's so glad I ain't on the dole When the whip comes down When the whip comes down When the whip comes down When the whip comes down (Yeah, go ahead check it out) Yeah, baby, when the whip comes down When the whip comes down (I'll be running this town, I'll tell you) When the shit hits the fan I'll be sittin on the can|-0.155555555556|-0.097533022533|0|||
12459053|The Rolling Stones|Before They Make Me Run|1978-06-09|4|3|0|Worked the bars and sideshows along the twilight zone Only a crowd can make you feel so alone And it really hit home Booze and pills and powders, you can choose your medicine Well, here's another goodbye to another good friend After all is said and done Gotta move while it's still fun Let me walk before they make me run After all is said and done I gotta move, it's still fun I'm gonna walk before they make me run Watched the taillights fading, there ain't a dry eye in the house They're laughing and singing Started dancing and drinking as I left town Gonna find my way to heaven, 'cause I did my time in hell I wasn't looking too good but I was feeling real well After all is said and done I gotta move, I had my fun Let us walk before they make me run After all is said and done I did alright, I had my fun I will walk before they make me run|0.0|0.266666666667|0|2.0|0.0|2.0
12459427|The Rolling Stones|Emotional Rescue|1980-06-23|11|5|0|Is there nothing I can say, nothing I can do To change your mind, I'm so in love with you You're too deep in, you can't get out You're just a poor girl in a rich man's house Yeah, baby, I'm crying over you Don't you know promises were never made to keep? Just like the night, dissolve in sleep I'll be your savior, steadfast and true I'll come to your emotional rescue I'll come to your emotional rescue Yeah, the other night, crying Crying Yeah I'm like a child, I'm like a child, like a child, like a child You think you're one of a special breed You think that you're his pet Pekingese I'll be your savior, steadfast and true I'll come to your emotional rescue I'll come to your emotional rescue Yeah, I was dreaming last night, baby Crying like a child You could be mine, mine, mine, mine, mine, all mine You could be mine, you could be mine, you could be mine, all mine Mmm, yes, you could be mine Tonight and every night I will be your knight in shining armour Coming to your emotional rescue You will be mine, you will be mine, all mine You will be mine, you will be mine, all mine I will be your knight in shining armour Riding across the desert On a fine Arab charger|0.0|0.0868480725624|0|4.0|0.0|4.0
12459539|The Rolling Stones|Hang Fire|1981-08-18|6|4|0|In the sweet old country where I come from Nobody ever works Yeah nothing gets done We hang fire, we hang fire You know marrying money is a full time job I don't need the aggravation I'm a lazy slob I hang fire, I hang fire Hang fire, put it on the wire We've got nothing to eat We got nowhere to work Nothing to drink We just lost our shirts I'm on the dole We ain't for hire Say what the hell Say what the hell, hang fire Hang fire, hang fire, put it on the wire Doo doo doo Take a thousand dollars go have some fun Put it all on at a hundred to one Hang fire, hang fire, put it on the wire|0.0|0.17|0|1.0|0.0|1.0
12460097|The Rolling Stones|Waiting on a Friend|1981-08-18|12|5|0|Watching girls passing by It ain't the latest thing I'm just standing in a doorway I'm just trying to make some sense Out of these girls passing by The tales they tell of men I'm not waiting on a lady I'm just waiting on a friend A smile relieves a heart that grieves Remember what I said I'm not waiting on a lady I'm just waiting on a friend I'm just waiting on a friend Just waiting on a friend I'm just waiting on a friend I'm just waiting on a friend Just waiting on a friend Don't need a whore Don't need no booze Don't need a virgin priest But I need someone I can cry to I need someone to protect Making love and breaking hearts It is a game for youth But I'm not waiting on a lady I'm just waiting on a friend I'm just waiting on a friend Just waiting on a friend Waiting on a friend I'm just waiting on a friend Just waiting on a friend Waiting on a friend Waiting on a friend|0.0|0.225|0|6.0|0.0|6.0
12460142|The Rolling Stones|Undercover of the Night|1983-11-07|15|5|0|Hear the screams of Center 42 Loud enough to bust your brains out The opposition's tongue is cut in two Keep off the street 'cause you're in danger One hundred thousand disparus Lost in the jails in South America Cuddle up baby Cuddle up tight Cuddle up baby Keep it all out of sight Undercover Keep it all out of sight Undercover of the night The sex police are out there on the streets Make sure the pass laws are not broken The race militia has got itchy fingers All the way from New York back to Africa Cuddle up baby Keep it all out of sight Cuddle up baby Sleep with all out of sight Cuddle up baby Keep it all out of sight Undercover Undercover Undercover Keep it all out of sight Undercover of the night All the young men they've been rounded up And sent to camps back in the jungle And people whisper, people double-talk And once proud fathers act so humble All the young girls they have got the blues They're heading on back to Center 42 Keep it undercover Keep it all out of sight Keep it undercover Keep it all out of sight Undercover Keep it all out of sight Undercover Keep it all out of sight Undercover of the night Down in the bars the girls are painted blue Done up in lace, done up in rubber The John's are jerky little G. I. Joe's On R&R from Cuba and Russia The smell of sex, the smell of suicide All these things I can't keep inside Undercover Keep it all out of sight Undercover of the night Undercover of the night Undercover Undercover Undercover of the night|0.0|0.0563742584576|0|1.0|0.0|1.0
12462108|The Rolling Stones|Sad Sad Sad|1989-08-28|4|2|0|Fling you out into orbit No one's going to hear you shout And fools aren't going to follow You don't send the sleaze about Now you're sad sad sad Sad sad sad Sad sad sad But you're gonna be fine The elephant's in the bedroom Throwing all his weight about And I'm locked in the bathroom Your screaams are gonna drown me out Now you're sad sad sad Sad sad sad Sad sad sad But you're gonna be fine I got a cold chill I get a cool thrill Are you ready for the gilded cage Are you ready for the tears of rage Come on baby, don't let them drown you out Now you're sad sad sad Sad sad sad Sad sad sad But you're gonna be fine You're gonna be fine You're gonna be fine...|-0.5|-0.312962962963|0|||
12462153|The Rolling Stones|Mixed Emotions|1989-08-28|13|5|0|Button your lip, baby Button your coat Let's go out dancing Go for the throat Let's bury the hatchet Wipe out the past Make love together Stay on the path You're not the only one With mixed emotions And you're not the only ship Adrift on this ocean This coming and going Is driving me nuts This to-ing and fro-ing Is hurting my guts So get off the fence, now It's creasing your butt Life is a party Let's get out and strut, yes You're not the only one With mixed emotions And you're not the only ship Adrift on this ocean You're not the only one That's feeling lonesome And you're not the only one With mixed emotions You're not the only one You're not the only one You're not the only one You're not the only one Let's grab the world By the scruff of the neck And drink it down deeply And love it to death So button your lip, baby Button your coat Let's go out dancing Let's rock 'n' roll, yeah You're not the only one With mixed emotions And you're not the only ship Adrift on this ocean And you're not the only one (only one) That's feeling lonesome And you're not the only one With mixed emotions Mixed emotions You're not the only one You're not the only one Gonna stick, keep it together, yeah You're not the only one You better stick, stick, stick together You're not the only one Pedal, gotta pedal my feet You're not the only one Move it around You're not the only one|0.0|0.033164983165|0|||
12462430|The Rolling Stones|Hold on to Your Hat|1989-08-28|1|1|60|Hold on to your head Hold on to your hat You're screaming down the alley And never coming back Get out of my bod Get out of the sack Don't give me no lip Don't give me no crap No way Get out the madhouse Tear it all down Get out the madhouse Burn it to the ground Got to, got to get out Get out of my face Get out of my shack Now you've had a fair share You had a fair whack Hold on to your butt Hold on to your hat You're heading out of here And never coming back Get out the madhouse Tear it all down Get out the madhouse Burn it to the ground We'll never make it Don't you fake it You're getting loaded I'm getting goaded Got to, got to get out Hold on to your heart Hold on to your hat Don't give me no shit Don't give me no crap Hold on to your head Don't give me no rap I've had it up to here With your yackety-yak You're getting loaded I'm getting goaded We'll never make it Don't fake it Get out the madhouse Tear it all down Get out the madhouse Burn it to the ground Got to, got to get out Got to, got to get out Come on baby Come on baby Burn it all down I'm over with ya baby I'm over with ya baby Get up--get out|0.0|0.0373015873016|0|||
12462496|The Rolling Stones|Blinded by Love|1989-08-28|2|2|0|The queen of the Nile She laid on her throne And she was drifting downstream On a barge that was burnished with gold Royal purple the sails So sweetly perfumed And poor Mark Antony's Senses were drowned And his future was doomed He was blinded by love He was blinded by love The Philistines paid For Samson's blind rage The secrets that two lovers share Should never have been betrayed He was blinded by love He was blinded by love Now it's no use crying or weeping You better lock up your soul for safe keeping Promise me The poor Prince of Wales He gave up his crown All for the trivial pursuit of A parvenu second-hand lady So lovers beware If you lose your heart Careful now, don't lose your mind Don't mortgage your soul to a stranger Don't be blinded by love Don't be blinded by love Blinded by love Blinded by love|0.5|0.202777777778|0|||
12462558|The Rolling Stones|Rock and a Hard Place|1989-08-28|21|4|0|The fields of Eden Are full of trash If we beg and we borrow and steal We'll never get it back People are hungry They crowd around And the city gets bigger As the country comes begging to town We're stuck between a rock And a hard place Between a rock And a hard place This talk of freedom And human rights Means bullying and private wars And chucking all the dust into our eyes And peasant people Poorer than dirt Who are caught in the crossfire And with nothing to lose but their shirts, yeah We're stuck between a rock And a hard place Between a rock And a hard place You'd better stop Put on a kind face Between a rock, yeah And a hard place We're in the same boat On the same sea And we're sailing south On the same breeze Guiding dream churches With silver spires And our rogue children Are playing loaded dice (Between a rock) (And a hard place) (You'd better stop) Give me truth now Don't want no sham I'd be hung drawn and quartered for a sheep Just as well as a lamb Stuck between a rock And a hard place A rock And a hard place You'd better stop Put on a kind face Can't you see What you've done to me? Between a rock (that's what I said) And a hard place You'd better stop Put on a kind face Yeah, c'mon now Yeah Between a rock and a hard place Between a rock and a hard place You'd better stop, put on a kind face Between a rock and a hard place Between a rock and a hard place|-0.291666666667|0.0502688172043|0|||
12462588|The Rolling Stones|Almost Hear You Sigh|1989-08-28|4|3|0|I can almost hear you sigh I can almost hear you cry On every crowded street All the places we would meet What will I do without you They say that life goes on I'm feeling sorry for myself I can't believe you're gone And you acted much too calm Turned on all the charm You had a cold look in your eyes (Ooh, ooh) (Ooh, ooh) I can feel your tongue on mine Silky smooth like wine I'm living with those memories That's all that's left of you and me I can almost hear you sigh Almost hear you cry When you made sweet love to me (ooh) And you turned on all the charm Acted much too calm You had a cold look in your eyes (ooh) Did it mean nothing Was it all in vain Was I just your fool Or was the pleasure pain Have you set me free? Or will I wake up in the morning And find out it's been a bad dream? (Ooh, ooh) (Ooh, ooh) (Ooh, ooh) (Ooh, ooh) Come on, I beg you I want to be your main man I can almost hear you sigh Almost hear you cry When you make sweet love to me (ooh) Almost see your smile It stretched half a mile You had a stone cold look in your eyes (ooh) Yeah, oh Come on I will see you there Don't need no photograph Come on, come on girl Nothing left to say now Can't believe, can't believe you're gone I just can't believe, can't believe you're gone No, no Come on, baby yeah Ooh|0.0|0.0198863636364|0|||
12462590|The Rolling Stones|Continental Drift|1989-08-28|1|1|60|Love comes at the speed of light Love comes at the speed of light Love comes in a strange disguise Love comes Open the door and let the light pour over Open the door don't you keep me out Open the door and let the light pour over Hear me shout Open the door and let the light pour over Open the door don't you keep me out Open the door and let the light pour over Love comes at the speed of light Love comes It's a pure as silver It's as pure as gold It's a rushing river Let it run all over me It's as pure as silver It's as pure as gold Let it run all over me Love comes Love comes at the speed of light Love comes at the speed of light|0.0|0.307142857143|0|||
12470156|The Beatles|Young Blood|1994-11-30|1|1|73|"I saw her standing on the corner A yellow ribbon in her hair I couldn't stop myself from shoutin' Look-a there, Look-a there Look-a there, Look-a there Young blood Young blood Young blood I can't get you out of my mind I took one look and I was captured I tried to walk but I was lame I tried to talk but I just stuttered What's your name? What's your name? What's your name? What's your name? Young blood Young blood Young blood I can't get you out of my mind What crazy stuff, she looked so tough I tried to follow her all the way home But things went bad, I met her dad He said ""You better leave my daughter alone"" I couldn't sleep a wink for tryin' I saw the rising of the sun And all along my heart was cryin' You're the one, You're the one You're the one, You're the one Young blood Young blood Young blood I can't get you out of my mind Young blood Young blood Young blood I can't get you out of my mind"|0.1|-0.0271604938272|1|||
12489458|The Beatles|Crying, Waiting, Hoping|1994-11-30|1|1|73|Crying (crying) Waiting (waiting) Hoping (hoping) You'll come back I just can't seem To get you off my mind Crying (crying) Waiting (waiting) Hoping (hoping) You'll come back You're the one I love I think about you all the time Crying (crying, doot-doot-doo) Tears keep a-falling All night long Waiting (waiting, doot-doot-doo) It seems so useless I know it's wrong To keep on Crying (crying) Waiting (waiting) Hoping (hoping) You'll come back, baby Someday soon Things will change and you'll be mine Crying (crying, doot-doot-doo) Tears keep a-falling All night long Waiting (waiting, doot-doot-doo) It seems so useless I know it's wrong To keep on Crying (crying) Waiting (waiting) Hoping (hoping) You'll come back Maybe someday soon Things will change and you'll be mine Crying (crying) Waiting (waiting) Hoping (hoping)|-0.2|-0.176|1|||
12516025|The Beatles|I Wish I Could Shimmy Like My Sister Kate|1988-01-01|2|1|0||0.0|0.0|1|||
12523634|The Beatles|Sure to Fall|1994-11-30|1|1|73||0.5|0.0|1|||
12523637|The Beatles|Lend Me Your Comb|1988-01-01|1|1|0|Lend me your comb, It's time to go home. I got to go past, My hair is a mess Your mammie will scold, Your pappie will shout. Unless we come in The way we went out. Kissing you was fun honey But thanks for the date. But I must come to run honey, But you know baby it's getting late. Just wait till I say: My darling, Lend me your comb. We got to go home. Kissing you was fun honey But thanks for the date. But I must come to run, honey. But sugar, it's getting late. Just wait till I Say: my darling, Lend me your comb. We got to go home.|0.0|-0.003125|1|||
12523640|The Beatles|Glad All Over|1994-11-30|1|1|73|Ain't no doubt about it, This must be love. One little kiss from you And I feel glad all over. Oo baby I don't (...) It's silly, But I'm glad all over. Yeah the goosepimples baby. 'cos I feel so good When you call me like you do. And I feel glad all over. Oo mercy, I'm doggone (...) And I'm happy And I'm glad all over. Your touch sewed me Like an electric wire. And make love It don't take much luck To see what I've got. But it shows, yes it shows. Come on honey Bonnie, Give me one more time. Everytime you do Well I feel glad all over. Oo baby, I don't (...) It's silly But I'm glad all over. Tried to tell you How I'm cooking inside When we're cheek to cheek. My temperature is low, Fever is high, I can't speak, I'm too weak. Well come on honey Bonnie, Give me one more time. Everytime you do Well I feel glad all over. Oo baby, I don't (...) It's silly But I'm glad all over. Oo baby, I don't (...) It's silly But I'm glad all over. Oo baby, I don't (...) It's silly But I'm glad all over.|0.5|0.222980769231|1|||
12543122|The Rolling Stones|Rough Justice|2005-09-05|4|3|0|One time, you were my baby chicken Now you've grown into a fox And once upon a time, I was your little rooster But am I just one of your cocks? It's rough justice on ya You're going to have to trust me It's rough justice But you know I'll never break your heart So put your lips to my hips, baby And tell me what's on your mind I know you've still got the animal attraction for me It's been a long, long time It's rough justice on ya We never thought it risky It's rough justice But you know I'll never break your heart You're feeling loose and lusty So if you really want me Yeah, it's rough justice And you know I'll never break your heart, yeah It's rough justice on ya You think you really sussed me It's rough justice But you know I'll never break your heart The first time I saw you, baby You was springing like a young gazelle And next thing I know, way down the road You had me flying like a bat out of hell It's rough justice on ya Your eyes are too disgusted You're going to have to trust me But you know I'll never break your heart I give you my position Don't want no opposition It's rough justice But you know I'll never break your heart Yeah Come on, baby, woo Come on, baby, now|-0.1|-0.108094220594|1|||
12543123|The Rolling Stones|Oh No, Not You Again|2005-09-05|1|1|90|"Here you stand before me Waiting to be kissed You're a beauty Such a cutie How could I resist? It's been a month of Sundays Since we last had spoke So much water You get dollars I fell out the boat Oh no, not you again Fucking up my life It was bad the first time I can't stand it twice Oh no, not you again Well, I can't stand the pace Once bitten, twice shy Get me out of the race The setting's so romantic Love is in the air All is perfect But I'm allergic To your business stares You look so cool and tempting In your couture dress You're addictive As predicted I'm nervous, I confess Oh no, not you again Mashing up my life It was bad the first time, yeah You had me in a vice Oh no, not you again I hear ya and I shout It was bad the first time around When you turned me inside out Well, everybody's talking Showing up their wits The moon is yellow But I'm like jello Staring down your tits My life flashes forward Then it flashes back I'm still dreaming And I'm screaming ""Get me off the rack!"" Oh no, not you again I can't stand the pain I was burned the first time, yeah I can't deal it again Oh no, not you again Messing up my life, yeah Once bitten, twice shy But I can't do it twice Oh no, not you again Fucking up my life It was bad the first time around I better take my own advice Oh no, oh no, oh nooooo!"|0.0|-0.0232905982906|1|||
12543124|The Rolling Stones|Infamy|2005-09-05|1|1|90|Don't you know you've got it in for me? I knew it right from the start I'm still learning my lines, baby Since you've rewritten my part Oh, why have you got it in for me? Things they are not what they seem You're living in a nightmare, baby But I mistook it for a dream Yeah, just for a dream But I mistook it all for a dream, yeah yeah You've got it in for me You've got it in for me I know you've got it in for me You didn't miss a thing It's you that wrote the song, baby But me who's got to sing, yeah I knew you had it in for me Where to take it from here? We got along so famously Time you made it clear, yeah You made it very, very clear You made it abundantly clear You've got it in for me I knew it right from the start You've already convicted me Why are you hard on my heart? Ooh, you're right on my heart Oh yes, so hard So hard on my heart (You got it in for me) Ooh, in for me, baby (You got it in for me) Why, baby, why, baby, why? (You got it in for me) All you want to do is wipe the floor with me (You got it in for me) Come on, why, baby, why? (You got it in for me) Hmm (You got it in for me) Right from the start (You got it in for me) Yes, you've got it in for me (You got it in for me) In for me right from the start, yeah yeah (You got it in for me) I should have seen it coming (You got it in for me) Ahh (You got it in for me) Fine, fine heart (You got it in for me) Ooh yeah (You got it in for me)|0.0|0.158350340136|1|||
12543125|The Rolling Stones|Back of My Hand|2005-09-05|1|1|90|I hear a preacher on the corner Ranting like a crazy man He says that trouble, troubles are coming I can read it like the back of my hand I see love, I see misery Jamming side by side on the stage In the wind, some mournful melody I can read it like the back of my hand The back of my hand Oh yeah Oh yeah I see dreams, I see visions Images I don't understand I see Goya's paranoias I can read it like the back of my hand Read it like the ah, ah, ah, ah Well, read it like the back of my hand Oh yeah, woah yeah Woah yeah Read it like the back of my hand|0.0|-0.0333333333333|1|||
12545808|The Rolling Stones|I Want to Be Loved|1989-08-15|4|2|0|"The stars in your eyes sets my soul on fire Your voice is like an angels above The touch of your hand drives me insane But baby, I want to be loved I'm crazy 'bout every little thing you do I cherish the way you hug me Your kiss is so sweet, honey, it can't be beat But baby, I want to be loved Every time I ask you for a date You don't come at all or you're mighty late I ask you to dance, take a little spin You say ""Wait a minute, daddy, here come my friend"" I love the way you walk when you pass me by Even when you try to snub me You kiss me baby, when you give me the eye But baby, I want to be loved, alright Every time I ask you for a date You don't come at all or you're mighty late I ask you to dance, take a little spin You say ""Wait a minute, daddy, here come my friend"" I love the way you walk when you pass me by Even when you try to snub me You kiss me baby, when you give me the eye But baby, I want to be loved"|0.7|0.128676470588|1|||
